t_rel,%time,field.positions0.phi,field.positions1.x,field.positions1.y
172.247951872,1696902373302735412,1.7407840490341187,0.1707741618156433,0.36359724402427673
172.291076864,1696902373345860470,1.7366026639938354,0.17086566984653473,0.3637508451938629
172.350496512,1696902373405279877,1.7369917631149292,0.17110595107078552,0.3640369474887848
172.417444864,1696902373472228281,1.7575043439865112,0.1713811606168747,0.3657192885875702
172.461473536,1696902373516257082,1.7349241971969604,0.17117907106876373,0.36508607864379883
172.514685696,1696902373569469300,1.7375048398971558,0.17176653444766998,0.36530590057373047
172.580052480,1696902373634835933,1.7576888799667358,0.17202354967594147,0.3659147322177887
172.622547200,1696902373677330782,1.7346981763839722,0.1721573770046234,0.36602890491485596
172.686201600,1696902373740985177,1.7789448499679565,0.17238761484622955,0.3660222589969635
172.747929344,1696902373802712892,1.769375205039978,0.17290446162223816,0.36602869629859924
172.789489152,1696902373844272550,1.8074191808700562,0.17329032719135284,0.3658956289291382
172.833497088,1696902373888280621,1.8217815160751343,0.1735529899597168,0.36580386757850647
172.891443456,1696902373946226993,1.8682678937911987,0.17361581325531006,0.3659459352493286
172.948935424,1696902374003718880,1.8489378690719604,0.17374187707901,0.36569923162460327
172.993475584,1696902374048259185,1.8612340688705444,0.1738472729921341,0.3658486008644104
173.048299520,1696902374103083124,1.9201897382736206,0.17387887835502625,0.36526912450790405
173.098651136,1696902374153434519,1.9095209836959839,0.17402125895023346,0.36519989371299744
173.150321664,1696902374205105245,1.9431966543197632,0.1741188019514084,0.36526384949684143
173.216460288,1696902374271243764,1.9450281858444214,0.17417502403259277,0.36537888646125793
173.261793792,1696902374316577195,1.9684394598007202,0.1739010512828827,0.3654991090297699
173.305474048,1696902374360257446,1.9418963193893433,0.1740010529756546,0.3652912676334381
173.354205952,1696902374408989423,1.9300531148910522,0.17429786920547485,0.36513569951057434
173.398300672,1696902374453084172,1.9648412466049194,0.17469091713428497,0.3644094467163086
173.452242688,1696902374507026278,1.9164689779281616,0.17523954808712006,0.3643730580806732
173.513843200,1696902374568626617,1.8779176473617554,0.17609257996082306,0.36372968554496765
173.565688320,1696902374620471877,1.883057951927185,0.17657071352005005,0.3634396493434906
173.616425728,1696902374671209281,1.8639177083969116,0.1768098920583725,0.363288938999176
173.661537280,1696902374716320839,1.8438023328781128,0.17664602398872375,0.36361566185951233
173.715674880,1696902374770458409,1.8766969442367554,0.17714296281337738,0.36354514956474304
173.779883776,1696902374834667337,1.7561606168746948,0.17724262177944183,0.3635742664337158
173.821475328,1696902374876258754,1.71379554271698,0.17758336663246155,0.36346545815467834
173.875129856,1696902374929913248,1.7104227542877197,0.17773191630840302,0.3633427917957306
173.928344832,1696902374983128265,1.7349895238876343,0.177669957280159,0.3634767234325409
173.979864576,1696902375034647985,1.7175859212875366,0.1777370572090149,0.363702654838562
174.049667584,1696902375104451122,1.7034028768539429,0.1777956783771515,0.36391401290893555
174.093464576,1696902375148248010,1.7282389402389526,0.17793095111846924,0.36398324370384216
174.137470720,1696902375192254183,1.7062052488327026,0.17796510457992554,0.3640510141849518
174.182198528,1696902375236981932,1.700614333152771,0.1781168282032013,0.36422356963157654
174.260756992,1696902375315540468,1.7731469869613647,0.1788097321987152,0.3640108108520508
174.301469184,1696902375356252562,1.7456134557724,0.17923983931541443,0.36391228437423706
174.347500288,1696902375402283721,1.7541497945785522,0.17961834371089935,0.3636857867240906
174.419847424,1696902375474630798,1.7557662725448608,0.17995969951152802,0.36379972100257874
174.461506048,1696902375516289633,1.7333682775497437,0.18030516803264618,0.3640775978565216
174.505488896,1696902375560272375,1.7688039541244507,0.18030805885791779,0.3640170395374298
174.549472256,1696902375604255699,1.8109172582626343,0.1807006150484085,0.3638674020767212
174.615458304,1696902375670241912,1.9032973051071167,0.18136858940124512,0.3639289438724518
174.661470720,1696902375716254283,1.9098705053329468,0.1814776510000229,0.36400121450424194
174.713927680,1696902375768711074,1.9015759229660034,0.18165823817253113,0.36413368582725525
174.781456640,1696902375836240049,1.943013072013855,0.1817585527896881,0.3642045855522156
174.847080448,1696902375901863815,1.9804776906967163,0.18207359313964844,0.36401352286338806
174.892508672,1696902375947292092,2.022514581680298,0.18209941685199738,0.3638799488544464
174.937475584,1696902375992259124,2.043095827102661,0.1823466718196869,0.36383622884750366
174.984092672,1696902376038876076,2.0378973484039307,0.18258847296237946,0.36368605494499207
175.049771008,1696902376104554509,2.100412130355835,0.1826237589120865,0.3635486364364624
175.093618688,1696902376148402257,2.0689117908477783,0.1828271895647049,0.3634805679321289
175.145781760,1696902376200565297,2.1190807819366455,0.18315459787845612,0.36332064867019653
175.213434112,1696902376268217548,2.1503193378448486,0.1832665354013443,0.36308354139328003
175.257507072,1696902376312290459,2.104224920272827,0.18362188339233398,0.3628811240196228
175.316143872,1696902376370927360,2.1197597980499268,0.1838352382183075,0.3627558946609497
175.361569536,1696902376416353028,2.081345796585083,0.1839524209499359,0.3630083501338959
175.418744832,1696902376473528353,2.09165358543396,0.1842656284570694,0.36304786801338196
175.461478144,1696902376516261665,2.003549814224243,0.18477870523929596,0.3629441559314728
175.514419712,1696902376569203311,1.9830502271652222,0.18474595248699188,0.36320987343788147
175.563958528,1696902376618741902,1.9507163763046265,0.18477223813533783,0.36330482363700867
175.615506176,1696902376670289561,1.9565914869308472,0.1849595010280609,0.36353588104248047
175.681044224,1696902376735827739,1.975321650505066,0.18564191460609436,0.3629915118217468
175.723398144,1696902376778181742,1.8873189687728882,0.1855354756116867,0.36316025257110596
175.766004992,1696902376820788377,1.9127129316329956,0.18566837906837463,0.3632868528366089
175.813829888,1696902376868613271,1.8859285116195679,0.18596455454826355,0.36330991983413696
175.865521408,1696902376920304946,1.8413647413253784,0.18609517812728882,0.3637317717075348
175.917084928,1696902376971868425,1.805411696434021,0.18618842959403992,0.36392727494239807
175.981347072,1696902377036130581,1.7405298948287964,0.18613594770431519,0.3640892207622528
176.026607872,1696902377081391394,1.7269138097763062,0.18611718714237213,0.36443719267845154
176.080049408,1696902377134833006,1.6968339681625366,0.186110720038414,0.3646882176399231
176.149018368,1696902377203801918,1.7055267095565796,0.1859627664089203,0.36519691348075867
176.189597184,1696902377244380774,1.6688717603683472,0.18587154150009155,0.36563360691070557
176.234299648,1696902377289083246,1.6564406156539917,0.18608081340789795,0.3655133843421936
176.286110208,1696902377340893797,1.6307462453842163,0.18632753193378448,0.36541947722435
176.348860416,1696902377403643820,1.630980372428894,0.1863093376159668,0.3656994104385376
176.396951808,1696902377451735387,1.576973795890808,0.18620632588863373,0.36597731709480286
176.458722048,1696902377513505551,1.5976980924606323,0.18635818362236023,0.36611682176589966
176.514860544,1696902377569644097,1.5411309003829956,0.18666234612464905,0.3661774694919586
176.590443520,1696902377645226895,1.549871802330017,0.1869344860315323,0.3663938641548157
176.637475840,1696902377692259314,1.5609506368637085,0.1869744062423706,0.366482138633728
176.685485056,1696902377740268623,1.551775336265564,0.18719099462032318,0.36660802364349365
176.729475072,1696902377784258615,1.5118674039840698,0.1873730570077896,0.3667012155056
176.773480192,1696902377828263786,1.538619875907898,0.18776559829711914,0.36711665987968445
176.817472768,1696902377872256130,1.5654734373092651,0.1880289912223816,0.3673259913921356
176.878638080,1696902377933421641,1.6174100637435913,0.18814724683761597,0.36743953824043274
176.930750976,1696902377985534454,1.6002291440963745,0.18832552433013916,0.3674822151660919
176.983174656,1696902378037958126,1.64305579662323,0.1884661763906479,0.36763933300971985
177.051971840,1696902378106755433,1.6267918348312378,0.18844948709011078,0.3678387701511383
177.255891456,1696902378310675041,1.5871204137802124,0.18862414360046387,0.3688260316848755
177.311449856,1696902378366233316,1.631639838218689,0.18867923319339752,0.36903294920921326
177.408849408,1696902378463632799,1.5499323606491089,0.1882985383272171,0.36939382553100586
177.453468928,1696902378508252414,1.5346893072128296,0.18841472268104553,0.3699084520339966
177.510415616,1696902378565199065,1.5352219343185425,0.18890243768692017,0.37036895751953125
177.557517056,1696902378612300443,1.4390281438827515,0.1891406625509262,0.37044909596443176
177.601453312,1696902378656236876,1.458687663078308,0.18922829627990723,0.37061330676078796
177.645465344,1696902378700248838,1.4107226133346558,0.1894068419933319,0.37081506848335266
177.692944384,1696902378747727903,1.362794280052185,0.18956957757472992,0.3711775839328766
177.733511936,1696902378788295481,1.4057577848434448,0.18985305726528168,0.3714677393436432
177.783644160,1696902378838427724,1.3332222700119019,0.19004353880882263,0.3716515898704529
177.846633216,1696902378901416730,1.2891253232955933,0.19059351086616516,0.37121105194091797
177.891389696,1696902378946173229,1.1957672834396362,0.19077947735786438,0.37174320220947266
177.937497088,1696902378992280567,1.223112940788269,0.19101883471012115,0.3719804584980011
178.011112448,1696902379065895865,1.2301419973373413,0.19064243137836456,0.37052643299102783
178.053523200,1696902379108306696,1.2120097875595093,0.1916505992412567,0.37105298042297363
178.112426240,1696902379167209758,1.231200098991394,0.192193865776062,0.3708707392215729
178.157475840,1696902379212259428,1.1890395879745483,0.19210433959960938,0.3709262013435364
178.209780736,1696902379264564173,1.1654614210128784,0.1922314614057541,0.37060752511024475
178.255850240,1696902379310633683,1.2015269994735718,0.19229869544506073,0.3703066110610962
178.308655872,1696902379363439363,1.2533897161483765,0.19255578517913818,0.3702618181705475
178.349486336,1696902379404269943,1.2152527570724487,0.19230030477046967,0.36999139189720154
178.393979136,1696902379448762569,1.2404054403305054,0.19241684675216675,0.3701959550380707
178.443578368,1696902379498361749,1.2391427755355835,0.1925097405910492,0.3701063394546509
178.509387264,1696902379564170837,1.255846381187439,0.19249168038368225,0.37039998173713684
178.549557760,1696902379604341158,1.2393335103988647,0.1926603764295578,0.37056493759155273
178.613920768,1696902379668704333,1.313358187675476,0.19285233318805695,0.3709460496902466
178.661480192,1696902379716263634,1.2741721868515015,0.19291526079177856,0.3713487386703491
178.711627776,1696902379766411137,1.3150237798690796,0.19301070272922516,0.3716451823711395
178.753497088,1696902379808280575,1.3133701086044312,0.1930759996175766,0.3719908893108368
178.797463296,1696902379852246799,1.3177164793014526,0.1932096630334854,0.3722410500049591
178.852380160,1696902379907163624,1.2729185819625854,0.1935618370771408,0.37259602546691895
178.909582848,1696902379964366408,1.341957449913025,0.19361227750778198,0.37301957607269287
178.957000704,1696902380011784095,1.3092201948165894,0.19334042072296143,0.3735698163509369
179.012365568,1696902380067149107,1.271532416343689,0.1933578997850418,0.3737688362598419
179.061913088,1696902380116696507,1.2604445219039917,0.193242609500885,0.3739306926727295
179.113722880,1696902380168506248,1.24876868724823,0.19327159225940704,0.37406978011131287
179.162877440,1696902380217660912,1.1626375913619995,0.1930236667394638,0.3745427131652832
179.209473024,1696902380264256575,1.1772993803024292,0.19315090775489807,0.3748232424259186
179.253472256,1696902380308255746,1.1715677976608276,0.19303405284881592,0.37515947222709656
179.309247744,1696902380364031114,1.208417296409607,0.1932854801416397,0.37499916553497314
179.353480704,1696902380408264161,1.1924766302108765,0.19324088096618652,0.37486928701400757
179.409454080,1696902380464237523,1.1757887601852417,0.19336281716823578,0.37548044323921204
179.453647616,1696902380508431228,1.0894984006881714,0.19324131309986115,0.3753018081188202
179.510465280,1696902380565248796,1.1079167127609253,0.19337208569049835,0.37547382712364197
179.557473536,1696902380612256946,1.042214274406433,0.19318220019340515,0.37534409761428833
179.601473792,1696902380656257217,1.0539602041244507,0.19324231147766113,0.3753577470779419
179.646244352,1696902380701027926,1.0207055807113647,0.19329805672168732,0.37559428811073303
179.709258240,1696902380764041740,1.0215853452682495,0.19318892061710358,0.37547633051872253
179.749505280,1696902380804288719,0.9825361371040344,0.19331851601600647,0.3759104907512665
179.809248768,1696902380864032355,1.1032809019088745,0.19347405433654785,0.3759639859199524
179.849474560,1696902380904258064,1.0522383451461792,0.19356851279735565,0.37612614035606384
179.910380288,1696902380965163825,1.1283906698226929,0.19381451606750488,0.3761069178581238
179.957478144,1696902381012261622,1.2048271894454956,0.19410255551338196,0.37600794434547424
180.001462272,1696902381056245804,1.194139838218689,0.19418415427207947,0.3761788010597229
180.045477376,1696902381100260935,1.1937483549118042,0.19445426762104034,0.37639135122299194
180.089463040,1696902381144246568,1.2064470052719116,0.19464419782161713,0.3763734698295593
180.145658368,1696902381200441824,1.1713913679122925,0.1947316825389862,0.37641486525535583
180.207738368,1696902381262521838,1.1597169637680054,0.19492287933826447,0.376457542181015
180.249768448,1696902381304551831,1.1347225904464722,0.19518694281578064,0.3766019940376282
180.310818560,1696902381365602147,1.1647452116012573,0.1953759640455246,0.3768600523471832
180.353484544,1696902381408268010,1.230181097984314,0.19554074108600616,0.3769814670085907
180.398886144,1696902381453669539,1.1830781698226929,0.19564741849899292,0.3771124482154846
180.445469440,1696902381500252912,1.2051905393600464,0.19575999677181244,0.37708258628845215
180.512994304,1696902381567777809,1.2446235418319702,0.19574865698814392,0.3771912753582001
180.558124288,1696902381612907836,1.2330044507980347,0.1959361433982849,0.37720316648483276
180.613063936,1696902381667847310,1.2043498754501343,0.19595815241336823,0.3771847188472748
180.686945536,1696902381741729030,1.2702568769454956,0.19614854454994202,0.37730446457862854
180.730568448,1696902381785351974,1.2365268468856812,0.19639678299427032,0.37749043107032776
180.773576960,1696902381828360337,1.2541626691818237,0.19644704461097717,0.3776114284992218
180.817475840,1696902381872259422,1.2126554250717163,0.19664835929870605,0.3776792585849762
180.880133376,1696902381934916819,1.298479437828064,0.19680286943912506,0.37718358635902405
180.921459456,1696902381976242893,1.2928112745285034,0.19704829156398773,0.3774314224720001
180.984803840,1696902382039587339,1.3271268606185913,0.19747690856456757,0.3774978220462799
181.064507392,1696902382119290918,1.3241266012191772,0.19764575362205505,0.3776392936706543
181.105469696,1696902382160253274,1.3192676305770874,0.19771665334701538,0.37765008211135864
181.149482496,1696902382204265977,1.329844355583191,0.19780629873275757,0.3776787519454956
181.193481728,1696902382248265189,1.335548758506775,0.1978422999382019,0.3777773678302765
181.237494016,1696902382292277590,1.3639472723007202,0.19791768491268158,0.37804973125457764
181.284421888,1696902382339205503,1.3241056203842163,0.19799870252609253,0.3779871463775635
181.365386496,1696902382420170015,1.3494871854782104,0.19805718958377838,0.37842950224876404
181.409489408,1696902382464272773,1.3354405164718628,0.19808197021484375,0.37874215841293335
181.471538688,1696902382526322188,1.3268545866012573,0.1981566697359085,0.3788370192050934
181.513505024,1696902382568288613,1.3914507627487183,0.1981380581855774,0.3788222074508667
181.561487616,1696902382616271093,1.388304591178894,0.19824162125587463,0.378844290971756
181.605470976,1696902382660254465,1.4112662076950073,0.198317289352417,0.37884408235549927
181.653476352,1696902382708259774,1.39915931224823,0.19834588468074799,0.3788257837295532
181.723200512,1696902382777984072,1.476927638053894,0.19869737327098846,0.37884950637817383
181.769665536,1696902382824448978,1.5104159116744995,0.1989915519952774,0.3787144124507904
181.819397120,1696902382874180614,1.4863351583480835,0.19920608401298523,0.3787904381752014
181.881052672,1696902382935836271,1.5108002424240112,0.19947440922260284,0.37861207127571106
181.921482240,1696902382976265844,1.5224188566207886,0.2002481073141098,0.37838131189346313
181.980023296,1696902383034806777,1.5480059385299683,0.2004857361316681,0.3784290850162506
182.025480448,1696902383080264034,1.6121066808700562,0.20070599019527435,0.37818968296051025
182.073478656,1696902383128262084,1.5845640897750854,0.20092469453811646,0.37823155522346497
182.120297472,1696902383175081018,1.6396116018295288,0.20112690329551697,0.37823551893234253
182.180732160,1696902383235515653,1.6893891096115112,0.20146016776561737,0.3781449794769287
182.228515072,1696902383283298439,1.7065366506576538,0.2020593136548996,0.3777736723423004
182.282201088,1696902383336984592,1.7846378087997437,0.20226426422595978,0.3777429461479187
182.349846784,1696902383404630255,1.7281650304794312,0.20221497118473053,0.3776633143424988
182.393473024,1696902383448256508,1.7719372510910034,0.20222268998622894,0.37756118178367615
182.443040000,1696902383497823469,1.7740415334701538,0.20229282975196838,0.3775171935558319
182.485473024,1696902383540256399,1.8102139234542847,0.20242391526699066,0.3774835765361786
182.530339328,1696902383585122884,1.8187998533248901,0.20258255302906036,0.37727415561676025
182.583904512,1696902383638687882,1.8330730199813843,0.20278222858905792,0.37717512249946594
182.653022976,1696902383707806438,1.8563998937606812,0.20315299928188324,0.3768841326236725
182.698626560,1696902383753410131,1.8786214590072632,0.20319844782352448,0.3767816126346588
182.748211712,1696902383802995282,1.894168734550476,0.2033180296421051,0.376728355884552
182.811420928,1696902383866204311,1.8613075017929077,0.20343266427516937,0.3765319287776947
182.853496832,1696902383908280383,1.9113777875900269,0.20332971215248108,0.37639403343200684
182.898143488,1696902383952926994,1.9160350561141968,0.20356149971485138,0.37625429034233093
182.960605184,1696902384015388777,1.962532877922058,0.20400334894657135,0.37602075934410095
183.012198144,1696902384066981635,2.0013153553009033,0.20409196615219116,0.37584254145622253
183.058017280,1696902384112800842,1.884515643119812,0.20407995581626892,0.3758966326713562
183.113124096,1696902384167907500,1.8962091207504272,0.20416472852230072,0.3758133351802826
183.181017344,1696902384235800736,1.8159445524215698,0.2041594535112381,0.3759537637233734
183.221753088,1696902384276536587,1.812482237815857,0.20424169301986694,0.3761885166168213
183.269585152,1696902384324368712,1.8804253339767456,0.20443733036518097,0.37610769271850586
183.313640192,1696902384368423732,1.8743408918380737,0.20494668185710907,0.37606167793273926
183.363671296,1696902384418454779,1.9196680784225464,0.20572157204151154,0.37588128447532654
183.415994880,1696902384470778434,1.903429388999939,0.20620207488536835,0.3758201003074646
183.487134464,1696902384541917939,1.9309114217758179,0.20667709410190582,0.37557485699653625
183.535443968,1696902384590227558,1.8797277212142944,0.20689710974693298,0.3755970895290375
183.584301056,1696902384639084430,1.9616469144821167,0.20703013241291046,0.3755599856376648
183.647685888,1696902384702469414,1.9268335103988647,0.20697051286697388,0.3756009042263031
183.693552128,1696902384748335718,1.9309858083724976,0.20710617303848267,0.3755001425743103
183.737477632,1696902384792261114,1.9714959859848022,0.20745356380939484,0.37533411383628845
183.781496064,1696902384836279635,1.9703115224838257,0.20779156684875488,0.3748205006122589
183.851417600,1696902384906201177,1.8627442121505737,0.20788848400115967,0.37468141317367554
183.897458432,1696902384952241896,1.7363260984420776,0.20812347531318665,0.3746013641357422
183.955179008,1696902385009962405,1.7842944860458374,0.20813177525997162,0.37446144223213196
183.998624512,1696902385053408084,1.8056553602218628,0.2083108127117157,0.37450289726257324
184.049467136,1696902385104250585,1.805463194847107,0.20855195820331573,0.374418169260025
184.093473792,1696902385148257287,1.8742679357528687,0.2086808681488037,0.3744252920150757
184.146715392,1696902385201498864,1.8849838972091675,0.20896004140377045,0.3741760849952698
184.193225984,1696902385248009359,1.9212197065353394,0.20905734598636627,0.37393149733543396
184.245775360,1696902385300558857,1.888828158378601,0.20903415977954865,0.37399935722351074
184.313983488,1696902385368767073,1.8802570104599,0.20915313065052032,0.3739878535270691
184.360073728,1696902385414857321,1.8427766561508179,0.20904971659183502,0.37397193908691406
184.416243200,1696902385471026757,1.923629641532898,0.2090955376625061,0.37396329641342163
184.482762752,1696902385537546354,1.882489562034607,0.20894792675971985,0.3739505708217621
184.525675520,1696902385580459109,1.8814443349838257,0.20882177352905273,0.37401333451271057
184.580001024,1696902385634784514,1.8906253576278687,0.20886015892028809,0.37405291199684143
184.626688256,1696902385681471703,1.9432095289230347,0.2087957262992859,0.374063640832901
184.682343680,1696902385737127196,1.9075406789779663,0.2088131606578827,0.3740367591381073
184.750638848,1696902385805422407,1.888302206993103,0.2087423950433731,0.374047189950943
184.798251008,1696902385853034568,1.9526084661483765,0.20869120955467224,0.37416139245033264
184.847364352,1696902385902147813,1.8769582509994507,0.20870105922222137,0.37405669689178467
184.912901120,1696902385967684580,1.9028056859970093,0.2087710052728653,0.37415650486946106
184.953470976,1696902386008254428,1.8899139165878296,0.20856165885925293,0.37421897053718567
184.997469952,1696902386052253550,1.8724197149276733,0.20860344171524048,0.3741965591907501
185.056319232,1696902386111102844,1.8909090757369995,0.20860928297042847,0.37416523694992065
185.114743296,1696902386169526662,1.846298098564148,0.2085467427968979,0.37444719672203064
185.161766144,1696902386216549580,1.8488606214523315,0.20854789018630981,0.3742498755455017
185.213349376,1696902386268132820,1.8530224561691284,0.20857474207878113,0.3742998540401459
185.263872512,1696902386318655910,1.894635558128357,0.20857177674770355,0.3742815852165222
185.321008128,1696902386375791637,1.8517817258834839,0.20855028927326202,0.37425827980041504
185.361474304,1696902386416257878,1.8650506734848022,0.20848201215267181,0.3742820918560028
185.416700672,1696902386471484193,1.8742693662643433,0.208571195602417,0.3742380440235138
