timestamp bee_x bee_y bee_phi
1696902200.991462 0.1478735655546188 -0.0007259994745254 2.064394235610962
1696902201.0574718 0.1476257145404815 -0.0004461944627109 2.124019861221313
1696902201.0918655 0.1429408639669418 -0.0004480534407775 2.0510737895965576
1696902201.125126 0.1422303766012191 -0.0004314807592891 2.0337135791778564
1696902201.1923444 0.1435780376195907 -9.103891352424398e-05 1.8793810606002808
1696902201.2271662 0.1440161317586898 6.723210390191525e-05 1.8966578245162964
1696902201.293016 0.1430683732032776 0.0005779318744316 1.7751249074935913
1696902201.3595862 0.1418462544679641 0.0008473728667013 1.7164100408554075
1696902201.3920832 0.1418953686952591 0.0009046996128745 1.6899970769882202
1696902201.4593325 0.1435522735118866 0.0006943049374967 1.70110023021698
1696902201.5247638 0.1439758688211441 0.0004627790185622 1.6429728269577026
1696902201.5598314 0.145579308271408 0.0002785960095934 1.64179790019989
1696902201.591925 0.1463889926671981 1.4247144463297444e-05 1.6306790113449097
1696902201.6585343 0.1457738727331161 -0.0002694777504075 1.579403281211853
1696902201.7249894 0.146264374256134 -0.0004724817990791 1.4693101644515991
1696902201.7590866 0.145436629652977 -0.000543781730812 1.4429501295089722
1696902201.8251345 0.1484673023223877 -0.0007233738433569 1.3634060621261597
1696902201.8919413 0.1472196131944656 -0.0002560795983299 1.158187747001648
1696902201.9253824 0.1469337195158004 2.509741352696437e-05 1.1255942583084106
1696902201.9598029 0.1474242359399795 0.0004331698582973 1.0557163953781128
1696902202.02516 0.1462147235870361 0.0006183366058394 0.9472079277038574
1696902202.0585997 0.1467974334955215 0.0007527114357799 0.8700045347213745
1696902202.125645 0.1463071405887603 0.0007598548545502 0.8921226263046265
1696902202.15791 0.1471412479877472 0.0008346498943865 0.7936481833457947
1696902202.2276745 0.1463691294193267 0.0008615639526396 0.7802724242210388
1696902202.2928288 0.1472968012094497 0.0010612867772579 0.7727310657501221
1696902202.3281116 0.1473361998796463 0.00124824186787 0.7534298896789551
1696902202.358065 0.1480760276317596 0.0012099834857508 0.6876094937324524
1696902202.4276085 0.1469094008207321 0.00113509548828 0.6816443800926208
1696902202.493332 0.145487979054451 0.0014754169387742 0.6002188920974731
1696902202.527006 0.1452043503522873 0.0015075939008966 0.581730306148529
1696902202.592615 0.1478303372859954 0.0006444984464906 0.4571067094802856
1696902202.6269436 0.1468388140201568 0.0009191933786496 0.486652672290802
1696902202.692387 0.1446950584650039 0.000836961378809 0.3807391822338104
1696902202.7578712 0.1435556411743164 0.0011522623244673 0.3358197510242462
1696902202.7921915 0.1447414010763168 0.0010763522004708 0.2940779030323028
1696902202.8255267 0.1453513503074646 0.0014280176255851 0.2472063899040222
1696902202.8924615 0.1453831642866134 0.0016887914389371 0.2397007346153259
1696902202.9582195 0.1460298746824264 0.0017155490349978 0.0920677185058593
1696902202.9913812 0.1462686508893966 0.0021433979272842 0.0387310311198234
1696902203.0600903 0.1443759351968765 0.0024193513672798 -0.0289775431156158
1696902203.1255383 0.146695464849472 0.002680982928723 -0.0222402662038803
1696902203.1587627 0.1459555476903915 0.0026727332733571 -0.0306496508419513
1696902203.1912532 0.1450455039739608 0.0025616521015763 -0.064002126455307
1696902203.258647 0.1456170231103897 0.0027684087399393 -0.1154432967305183
1696902203.3258798 0.1446336656808853 0.0031606401316821 -0.1897070854902267
1696902203.3586478 0.1460268944501876 0.0032394025474786 -0.2014149278402328
1696902203.4248583 0.1462401747703552 0.0029524250421673 -0.2836530208587646
